user_000609,2009-05-03T10:23:01Z,17b53d9f-5c63-4a09-a593-dde4608e0db9,The Kinks,ea08c3fb-c140-4914-86eb-4a84097ffe65,Victoria,,
user_000609,2009-05-03T06:28:38Z,862cd6ae-ea74-4696-a35c-73055135cdb7,Beforu,7b649807-753b-4cc4-bfd5-370aeae6e453,Izayoi,,
user_000609,2009-05-02T12:17:37Z,435f1441-0f43-479d-92db-a506449a686b,Mott The Hoople,e40543d0-5183-4057-b42e-70305b0213c3,All The Young Dudes,,
user_000609,2009-05-02T12:15:11Z,ff6e677f-91dd-4986-a174-8db0474b1799,Jack Johnson,c13b5fe9-3bcb-436e-b6de-07e29b0b22fc,Times Like These,,
user_000609,2009-05-02T12:10:57Z,5ca3f318-d028-4151-ac73-78e2b2d6cdcc,Tom Petty,1b293a16-dd40-4b0c-8bea-956bb22bf399,Free Fallin',,
user_000609,2009-05-02T12:05:34Z,c23b637b-97c6-41eb-8ef6-6c724efc80a8,Zero 7,da73c53f-343f-4b3e-93d1-095750335516,Throw It All Away,,
user_000609,2009-05-02T12:01:07Z,1582a5b8-538e-45e7-9ae4-4099439a0e79,Ben Harper,4a83c502-431d-485f-8005-50184651b79c,Diamonds On The Inside,,
user_000609,2009-05-02T11:57:27Z,959cf5bf-ee29-4af6-a85a-0b480181d988,Everything But The Girl,94002ede-3f70-47c6-acca-9b84cc84fadf,Missing,,
user_000609,2009-05-02T11:54:02Z,854a1807-025b-42a8-ba8c-2a39717f1d25,Breaking Benjamin,eda724a6-79bd-4352-8519-ed89301d5983,Rain,,
user_000609,2009-05-02T11:48:30Z,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,1c7e1f6e-be0d-4d13-998a-75236bd3b47c,Warning Sign,,
user_000609,2009-05-02T11:44:35Z,ff6e677f-91dd-4986-a174-8db0474b1799,Jack Johnson,65515baf-4f97-4120-9ffe-159ed5a31d87,Broken,,
user_000609,2009-05-02T11:40:26Z,ac53c83c-c969-477f-9564-769e1ed80519,Josh Ritter,73759026-384f-4eac-8860-9fa6cd0cf24e,Good Man,,
user_000609,2009-05-02T11:37:06Z,4c141ecd-23f9-4881-9a8c-27e7e7af708c,Generation X,a12bc00d-94ce-4f33-b54a-3a3017abc326,Dancing With Myself,,
user_000609,2009-05-02T11:32:05Z,a871fd87-50f7-4032-b06d-da56779edcce,Savage Garden,7fc500b6-fbcd-4090-965d-ed30590495a7,Santa Monica (Bittersweet Mix),,
user_000609,2009-05-02T11:28:43Z,8bfac288-ccc5-448d-9573-c33ea2aa5c30,Red Hot Chili Peppers,4fed4cc3-c1e0-4898-9de5-ae074187207c,Higher Ground,,
user_000609,2009-05-02T11:24:43Z,f4857fb9-e255-4dc6-bd01-e4ca7cc68544,Jamiroquai,6cb1f875-2de6-4cad-9dd6-0a0812f732c2,Seven Days In Sunny June,,
user_000609,2009-05-02T11:20:59Z,1582a5b8-538e-45e7-9ae4-4099439a0e79,Ben Harper,6bf8dd88-a0fa-4d19-9bc5-ee0b765e22c1,Another Lonely Day,,
user_000609,2009-05-02T11:08:56Z,6cb5d1ca-03ce-4656-92f5-bf35f53d1582,Free,09a017dd-74d5-4d33-b49b-72fd6b4f564a,All Right Now,,
user_000609,2009-05-02T11:04:45Z,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,b2e7d0c9-f13e-4ffd-8aa9-2ab7edf0d020,Til Kingdom Come,,
user_000609,2009-05-02T11:00:02Z,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,5947cbb6-1163-4901-8259-98811e0fb31e,One I Love,,
user_000609,2009-05-02T10:56:08Z,ff6e677f-91dd-4986-a174-8db0474b1799,Jack Johnson,92f30393-8c73-4cd3-a105-1f97d165cf3d,Wasting Time,,
user_000609,2009-05-02T10:50:46Z,21685b15-3074-446e-aa1d-ff7157014f53,Lucinda Williams,cfd98650-c2d7-4c82-af12-7502db3c63e5,Are You Alright?,,
user_000609,2009-05-02T10:46:52Z,b07016ee-5de9-4419-8205-0490d95dc638,Ben Harper,1e2c0452-6303-4874-8fca-46e37008935b,Waiting On An Angel,,
user_000609,2009-05-02T10:36:43Z,80d1d7e0-fdab-4009-8375-54bd63d74c0e,Yui,37204cff-c0ef-40bf-aaa6-bc15c4d5f11a,Tomorrow'S Way ~Yui Acoustic Version~,,
user_000609,2009-05-02T10:28:23Z,33699834-b448-45dd-9d4a-8c979a9e5eb5,Mink,e8b6c833-032e-432a-bda6-635aa40e44f6,Like There Is No Tomorrow,,
user_000609,2009-05-02T10:23:13Z,62b61409-d13e-4281-9e3f-06941c2c5f5f,L'Arc~En~Ciel,9420d831-44a4-40d6-a773-5f2e9f60d4c4,Jojoushi,,
user_000609,2009-05-02T10:18:29Z,862cd6ae-ea74-4696-a35c-73055135cdb7,Beforu,9b8d0476-8ca5-484e-a016-4930b8ef0d12,Silvia Drive (Extended),,
user_000609,2009-05-02T10:14:16Z,5d6047a8-f601-4157-a1ee-b8b87b162489,Aaa,b40f1397-4adc-4cd2-91fc-4b644ac1698c,Hurricane Riri, Boston Mari (People Of The Sun Mix),
user_000609,2009-05-02T10:00:54Z,6b9fffe3-836d-4174-9d59-c396261ac1dc,Niko,22131830-e677-49e8-8b96-76a7314d8b7c,Speedway,,
user_000609,2009-05-02T09:56:28Z,33699834-b448-45dd-9d4a-8c979a9e5eb5,Mink,dbe37f80-a6b0-4c65-b5a9-9adc15c746e0,Beautiful (Instrumental),,
user_000609,2009-05-02T09:53:17Z,354e2d0f-15f7-4bbe-85db-15b3be73395e,Rie Fu,6cbf1eea-e163-4dc4-964d-bd6086ca96c6,Tsuki No Ue,,
user_000609,2009-05-01T12:50:46Z,a16d1433-ba89-4f72-a47b-a370add0bb55,Boa,5753d12d-b98f-4e74-b8d9-e0ed9cc1fb53,Id;Peace B,,
user_000609,2009-05-01T12:43:08Z,5d6047a8-f601-4157-a1ee-b8b87b162489,Aaa,5d5d60cd-c904-453a-80c1-aaeb34069867,Shalala キボウの歌 (Instrumental),,
user_000609,2009-05-01T12:28:53Z,354e2d0f-15f7-4bbe-85db-15b3be73395e,Rie Fu,0ae77e98-5a9c-410f-9b49-a51bf4c835ae,Decay,,
user_000609,2009-05-01T11:56:52Z,62b61409-d13e-4281-9e3f-06941c2c5f5f,L'Arc~En~Ciel,3c848c40-0843-4e64-96ee-5de9befd53a6,Link -Kiss Mix-,,
user_000609,2009-05-01T11:11:20Z,155d5d28-8662-40ef-ae1c-796ce1549e80,Shimizu Shota,57ce427e-21f6-4333-8c96-eb83fdecffa8,Home,,
user_000609,2009-05-01T11:06:23Z,b5536488-a4da-4e87-9779-d5351c00729d,Origa,ca9d5463-d8c0-4417-9d7d-0a9a0a230dbc,Inner Universe,,
user_000609,2009-05-01T11:00:44Z,a16d1433-ba89-4f72-a47b-a370add0bb55,Boa,7397b3c5-0150-48ac-b45e-9aa45f468200,La・La・La Love Song (Boa W/Z Soul'D Out),,
user_000609,2009-05-01T04:34:59Z,2ccdd7ef-4e41-48a3-98bc-31b57fb574ee,Linda Ross,411d1e28-11fd-4084-8a68-4f81056182dc,Love Is Danger,,
user_000609,2009-05-01T04:16:05Z,5d6047a8-f601-4157-a1ee-b8b87b162489,Aaa,49875d53-a867-4521-ad1f-7959bb1f67ab,Blood On Fire (Sham-Poo Vs. Heavens Wire Remix),,
user_000609,2009-05-01T04:12:08Z,5d6047a8-f601-4157-a1ee-b8b87b162489,Aaa,3388e780-09e7-4b56-8dc1-9dac1ac9b07d,No End Summer,,
user_000609,2009-05-01T04:03:37Z,5518a852-33a4-459f-a204-f902f9145d9a,V6,fa866acd-995d-4e82-92b3-a7d638e7d073,Beat Your Heart,,
user_000609,2009-05-01T03:27:45Z,99b68d2e-0da3-46df-978b-df26455cb848,Reira Starring Yuna Ito,996f8f3d-7ccc-4582-bd12-3665b283886b,Endless Story,,
user_000609,2009-05-01T03:23:21Z,a16d1433-ba89-4f72-a47b-a370add0bb55,Boa,2a68f7cc-570a-40cc-a328-6632331d09f8,Kimochi Wa Tsutawaru,,
user_000609,2009-05-01T03:00:21Z,a16d1433-ba89-4f72-a47b-a370add0bb55,Boa,416a27c4-4ba7-424c-a5fd-2418ff6b810b,Every Heart,,
user_000609,2009-05-01T02:39:48Z,33699834-b448-45dd-9d4a-8c979a9e5eb5,Mink,f173d0e0-9711-4bed-9891-8a8f1f1ca71c,Beautiful,,
user_000609,2009-05-01T01:26:18Z,6139805e-c6c1-4090-b890-f0a427c9d05a,Dusty,5279bdd6-ba9f-4b72-8bb6-aef62deb4910,Stay The Night,,
user_000609,2009-05-01T01:22:03Z,a0387b9b-236d-475f-8846-b2dea4af1112,Flow,d4cfbc77-f16a-4ead-a0da-69dda12ca8f7,Nostalgia,,
