user_000813,2009-05-04T08:53:57Z,34c63966-445c-4613-afe1-4f0e1e53ae9a,Fatboy Slim,0359188f-97f0-4d8d-8e9d-70dbd3214fc2,Dj Wildchild Renegade Master (Fatboy Slim Old School Edit),,,
user_000813,2009-05-04T08:19:46Z,f6db288e-0b52-435b-9927-454694424181,Jim Noir,cbf876e1-3177-4787-a822-59fe81607dc3,My Patch,,,
user_000813,2009-05-04T08:15:36Z,8a396a9c-2e4f-47e2-a587-c26e93a0953f,The Go! Team,f6085c1a-fa35-49d1-97c3-a3bfb909b0d0,Get It Together,,,
user_000813,2009-05-04T08:10:49Z,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,57fbc22c-862f-4ac5-b4ad-28cffec38ced,Take Me To The Hospital,,,
user_000813,2009-05-04T07:38:15Z,2f38efa1-ac38-4a24-8f22-1660a55fba40,R.I.O.,26fc6298-5fdd-418b-a1ce-3e990f7d3d59,Shine On (Spencer & Hill Remix),,,
user_000813,2009-05-04T07:34:45Z,282269b2-b468-4cf9-aea5-20c632429b85,Laurent Wolf,5684c090-bff6-43a0-9769-1153788ce5ba,Wash My World,,,
user_000813,2009-05-04T07:30:51Z,9c9f1380-2516-4fc9-a3e6-f9f61941d090,Muse,40f04250-6d23-4f88-902c-94ef1a1dd3ed,Time Is Running Out,,,
user_000813,2009-05-04T07:26:37Z,dd175e8f-9e0e-42bb-9449-c21dcf9f7766,John Silver,11edacd1-9bdc-46c8-9b51-ec164321261d,Come On Over,,,
user_000813,2009-05-04T07:06:44Z,f4857fb9-e255-4dc6-bd01-e4ca7cc68544,Jamiroquai,9457c2cf-7c55-4b41-8556-48e72f59fa07,Love Foolosophy (Knee Deep'S Re-Edit),,,
user_000813,2009-05-04T07:01:43Z,f4857fb9-e255-4dc6-bd01-e4ca7cc68544,Jamiroquai,18fbfb55-b8a3-450c-84c9-866c13cea176,(Don'T) Give Hate A Chance,,,
user_000813,2009-05-04T06:58:33Z,125ec42a-7229-4250-afc5-e057484327fe,[Unknown],f3c3be3a-74c1-4f94-bb78-40c308e912cb,Russian Dance,,,
user_000813,2009-05-04T06:55:21Z,35dac7d2-0b1f-470f-9a5a-c53c8821f6d6,Eric Prydz,ef6372a9-b6c3-45c8-bc40-8b88cf8dbdf2,Pjanoo (Club Mix),,,
user_000813,2009-05-03T19:47:39Z,7cf0ea9d-86b9-4dad-ba9e-2355a64899ea,M.I.A.,d7c51376-12d0-4564-8070-b472b5e36e05,Bucky Done Gun,,,
user_000813,2009-05-03T19:35:37Z,f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,c47f2996-cfbb-494d-949b-268fb213eab1,Krwlng (Mike Shinoda Feat. Aaron Lewis),,,
user_000813,2009-05-03T19:29:57Z,f4857fb9-e255-4dc6-bd01-e4ca7cc68544,Jamiroquai,f7efb7ec-b804-4f08-93dc-30a459bffb22,Little L,,,
user_000813,2009-05-03T19:25:58Z,fcf7a3e7-135c-4c7a-b0b9-1a7867761263,Bodyrox,8944253e-8e23-42bc-ba40-829b949b88c8,Yeah Yeah (D. Ramirez Vocal Remix),,,
user_000813,2009-05-03T19:23:06Z,a6623d39-2d8e-4f70-8242-0a9553b91e50,The Avalanches,ea8095ef-700b-4a06-9f40-9b22120c3d32,Frontier Psychiatrist,,,
user_000813,2009-05-03T19:18:32Z,fe85786b-e560-4b12-824f-69500da555d7,Eskimo Joe,1eab027a-5e2b-42d9-9c3b-e2e46b47b362,From The Sea,,,
user_000813,2009-05-03T19:15:21Z,8ba42c7f-1ac8-4831-a68a-0e219393671a,Lmc Vs. U2,2f4a548c-e5c3-4e4e-8cea-23124d3bf64d,Take Me To The Clouds Above,,,
user_000813,2009-05-03T19:12:32Z,3798b104-01cb-484c-a3b0-56adc6399b80,Rage Against The Machine,1d9cea43-ce62-4f52-b3e6-703d2956dfd4,Sleep Now In The Fire,,,
user_000813,2009-05-03T19:09:06Z,9fa0e4be-4cd9-43fb-8b20-ad07c15b3b97,Guru Josh Project,78e4ccb8-835b-4648-9e21-3a3b9dfeb17f,Infinity 2008,,,
user_000813,2009-05-03T19:05:54Z,06d4534c-7547-41cd-aedd-f8c6e64c0c90,Soul Central,716c19c9-184f-4711-a164-db49102bd106,Strings Of Life (Danny Krivit Re-Edit),,,
user_000813,2009-05-03T19:00:43Z,1c513fb9-e6b7-4915-b4d3-026681c83065,Roger Sanchez,d8649017-0204-4eaa-836d-5e7fbfde20f3,Another Chance,,,
user_000813,2009-05-03T18:55:54Z,e307a34c-5229-4e75-a210-2d1808366cfc,Sash! Feat. Stunt,d352df61-9aef-44f3-acc8-817dede4d070,Raindrops (Encore Une Fois),,,
user_000813,2009-05-03T18:52:06Z,06db73fd-57e2-4a6f-bcd3-699fb7bb7af4,Martin Solveig,0ad0f0ae-1ba6-466d-901e-ef2b1c128a41,C'Est La Vie (Fedde Vs. Martin Club Mix),,,
user_000813,2009-05-03T18:48:39Z,c2d6a6fb-7999-4bb3-b2df-7d752fdf4e95,House Of Pain,88aa3c7f-9ce8-450e-84d0-0595c65e0b77,Jump Around (Micky Slim Remix),,,
user_000813,2009-05-03T18:45:13Z,cf15719f-51f9-4db8-a15d-5eed9664ce69,Lupe Fiasco,cc88dccc-b0a1-4896-a309-051c1d4d95f9,Day Dreaming,,,
user_000813,2009-05-03T18:41:20Z,6648391e-7890-4f6c-b939-976f215195d3,Unkle,c161fd40-2551-4b68-b04b-3ac47a9bf933,Guns Blazing (Drums Of Death, Part 1) (Instrumental),,
user_000813,2009-05-03T18:37:22Z,32ff0254-5c1f-425c-910a-ff62ff888ca2,Lab 4,2d517acc-3259-4145-bcb4-aa69b7d1355b,Use The Nitro,,,
user_000813,2009-05-03T18:32:00Z,596ffa74-3d08-44ef-b113-765d43d12738,Justin Timberlake,26396706-52fa-4778-85c8-f358d2ad1330,My Love (Feat. T.I.),,,
user_000813,2009-05-03T18:27:24Z,34c63966-445c-4613-afe1-4f0e1e53ae9a,Fatboy Slim,610c47c0-10dd-4926-9c85-eb187abcd3b9,Gangster Tripping,,,
user_000813,2009-05-03T18:22:04Z,4bee86b5-95c4-429a-8489-353516f815ab,System F,a26ccb84-0924-4162-9f6f-37ef810cf1a1,Exhale (Armin Van Buuren Remix),,,
user_000813,2009-05-03T18:15:54Z,c48af196-bab1-4505-9256-0922adac0fe2,Walter Murphy,f9191f4a-da52-47b3-a624-473b31f2d041,A Fifth Of Beethoven,,,
user_000813,2009-05-03T18:12:50Z,35dac7d2-0b1f-470f-9a5a-c53c8821f6d6,Eric Prydz,a3497744-e623-494a-a374-f97bd2050051,Call On Me,,,
user_000813,2009-05-03T18:07:50Z,80559960-d081-4085-aad4-d72281bd3aa8,Bass Kleph & Anthony Paul,006bf5e6-0766-4126-8b34-8802ed314fd2,Helium (Original Mix),,,
user_000813,2009-05-03T18:05:28Z,a640ee62-2902-43eb-809a-eab3fd033a12,Dj Jeroenski,be198030-515c-4bf1-bbb0-92e55b4645cb,Back Once Again (Vandalism Remix),,,
user_000813,2009-05-03T18:01:39Z,f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,e4c7a4a7-3c4b-48ae-8768-9b3ace53aefc,Kyur4 Th Ich (Chairman Hahn),,,
user_000813,2009-05-03T17:59:06Z,4bb4e4e4-5f66-4509-98af-62dbb90c45c5,Disturbed,38c28d49-c0e4-4700-93d4-1c834400fe35,Inside The Fire,,,
user_000813,2009-05-03T17:55:14Z,2f66b054-cb1f-4796-bcc9-a6d2aa2642ec,Cj Stone,fb44e6a7-9fdb-4e9c-b4b2-0412ee8e1ddf,Into The Sea (Cj Stone'S Moonrise Mix),,,
user_000813,2009-05-03T17:44:47Z,b34c89a5-2704-4ec6-b9a3-f61d2ce4537f,Turbofunk,ffc1294b-abf0-4ec8-aec5-5fff68b786b0,Gotta Move (Fonzerelli Remix),,,
user_000813,2009-05-03T17:41:47Z,eab76c9f-ff91-4431-b6dd-3b976c598020,Infected Mushroom,c61aedb0-f805-4501-b66d-756e4bfe7360,Bombat,,,
user_000813,2009-05-03T17:33:29Z,4bb4e4e4-5f66-4509-98af-62dbb90c45c5,Disturbed,3d4d3d80-efdc-4924-903f-690c71e1bc30,Decadance,,,
user_000813,2009-05-03T17:30:05Z,2d4c777e-e49f-4498-8f5b-2e89c4621d15,The Lovemakers,6d7acc05-c020-46d5-aa94-3fff6e331313,This Feeling,,,
user_000813,2009-05-03T17:11:23Z,5565ae4b-bb20-48a4-a8b0-dfdeb53b555a,布袋寅泰,14705abb-92f4-4889-bed8-6b6eb55b75b4,Battle Without Honor Or Humanity,,,
user_000813,2009-05-03T17:08:55Z,2674ff5f-2727-4770-8572-949546f1f759,Shanks & Bigfoot,1fb66d93-ec53-453a-bdb5-7c90362166bc,Sweet Like Chocolate,,,
user_000813,2009-05-03T17:05:24Z,056e4f3e-d505-4dad-8ec1-d04f521cbb56,Daft Punk,18877ade-9111-49ea-acb2-886b953608b8,Television Rules The Nation / Crescendolls,,,
user_000813,2009-05-03T17:00:33Z,6f23db9a-c501-4c5e-8a1a-e09ffa48ef5e,York,abbbd57b-6365-4d02-be43-d4db376cccf3,Farewell To The Moon,,,
user_000813,2009-05-03T16:54:20Z,176df8e3-6cd5-4bbe-9d64-73f75b1f5439,Tv Rock Vs. Dukes Of Windsor,97a81d94-ae7a-412b-bba2-d6ce07049e5e,The Others (Tv Rock Mainroom Mix),,,
user_000813,2009-05-03T16:48:49Z,74171dd1-1950-4c9a-88ef-93e039403c76,David Guetta Vs. The Egg,48eb92bf-42de-45dd-920c-b3edf0aacbff,Love Don'T Let Me Go (Walking Away),,,
user_000813,2009-05-03T16:45:20Z,9c9f1380-2516-4fc9-a3e6-f9f61941d090,Muse,ff1e3e1a-f6e8-4692-b426-355880383bb6,Supermassive Black Hole,,,
user_000813,2009-05-03T16:41:50Z,b09b5127-c62e-4bb2-b790-1e4aa18749ed,Armand Van Helden,4ffea63f-d6d7-4f4b-85a5-f21ac3e8d51c,Into Your Eyes,,,
user_000813,2009-05-03T16:37:51Z,255e2420-5b02-452b-9771-0512ebe78090,Basshunter,9aeabd3f-4a14-4c57-9128-4a9b6cd8442b,Dota,,,
user_000813,2009-05-03T16:34:29Z,056e4f3e-d505-4dad-8ec1-d04f521cbb56,Daft Punk,cfbdfcde-8c57-4cdb-9278-2913272088c8,Something About Us,,,
user_000813,2009-05-03T16:30:41Z,28cbf94d-0700-4095-a188-37e373b069a7,Basement Jaxx,5f9cd2ef-d608-4234-86c0-4e1a4d3c278c,Where'S Your Head At (Extended Mix),,,
user_000813,2009-05-03T16:25:53Z,056e4f3e-d505-4dad-8ec1-d04f521cbb56,Daft Punk,7c0e11a3-1c7a-4e6d-a14d-6e86d86dbaad,Aerodynamic,,,
user_000813,2009-05-03T16:22:26Z,ac4989a9-12de-41e5-af26-6ef59a881c20,Tomcraft,ad8137a8-c03a-4a21-b834-a87966827647,Loneliness,,,
user_000813,2009-05-03T16:17:29Z,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,2c3a3a79-4a9b-49e2-9f3f-cd1aff2b6f82,Everybody In The Place,,,
user_000813,2009-05-03T16:14:45Z,056e4f3e-d505-4dad-8ec1-d04f521cbb56,Daft Punk,f30e5d3e-f919-44f9-a68f-18a977f76866,Touch It / Technologic,,,
