b38c5fb6-5f5a-436a-a945-21c4b6fab811,Grand Salvo,Three Cats Watch
858c53d1-9f3d-4768-9e63-dda039b4c950,New Buffalo,IM The Drunk And YouRe The Star
aa19c5c5-b152-4202-b8b1-558772ef0c5b,The Aislers Set,Hit The Snow
f9cc7923-ff9c-4cd9-b1fc-9d4a3569bb48,The Cannanes,Tennyson
7eef1c93-884a-4697-bb06-adb5321ba237,You Am I,Purple Sneakers
19a7b341-d152-4224-b459-109c54f2679c,The Lucksmiths,What YouLl Miss
e728b196-8116-41d2-9dad-c1d521ae1b20,Pants Yell!,Two French Sisters
3eaa291c-c531-4e70-a3ac-51c4f6ad77dc,The Smittens,Cotton Sox
943e2319-fdc1-4be4-ae37-571d392b14c9,The Go-Betweens,Here Comes A City
22e3116f-c344-41cf-8ee5-81da34ee1804,Augie March,Bottle Baby
7c44046f-5bf8-463b-bd8c-244d24222269,Sambassadeur,That Town
813caf11-3006-4af2-aae0-654b53679af2,Augie March,The Honey Month
9e8b0dc6-856a-4193-88c8-e30152389d83,Sodastream,Messiah
4f4b8947-c739-449c-9575-2e410ede56d1,Darren Hanlon,PunkS Not Dead
685568f7-e7a8-459a-8aa6-e54351487c98,Pipas,You Crash
16b81282-b154-45bd-b346-056e1f994aca,The Sleepy Jackson,Good Dancers
ad4e999d-ad18-4ec6-a9fb-e9a45d09662b,Ballboy,A Relatively Famous Victory
aa1fec4b-10f8-4546-8a55-038920d4a82b,Amida,The End Of The Affair
6da1a2f4-5bb7-46b1-8f3c-f75c50f75504,Pocketbooks,The First World Record
89611289-2a4b-4e91-bb51-8e84295c7435,Irene,By Your Side
7b0af4ec-7427-4eb6-8d5e-28ca6a309db6,Trembling Blue Stars,From A Pale Blue Rosary
824a039c-1836-4459-a39c-57b1ae3378d1,The CatS Miaow,Stay
5f038f07-b0b4-4777-85b1-6e3d62e4e86f,The Field Mice,This Love Is Not Wrong
b1a8b287-465e-419d-a4c6-e7aed610d65a,Grand Salvo,Somewhere Before
d8d8284d-eb7f-403d-99b1-31d89488b8fd,New Buffalo,On Sunday
b022d511-7d89-4410-9d86-a5437240a8af,The Lucksmiths,Sunlight In A Jar
65116694-a73e-4a80-a1ce-5cb874622db6,The Guild League,Siamese Couplets
931dd28a-5310-45d1-a5bb-d1f1ea860976,Amadou & Mariam,Africa
b7c698a2-adb2-4044-ac57-49d88b12149b,Darren Hanlon,Hiccups
177c8abd-ea75-4c5c-8ef8-d547fc71f507,Alice Russell,All Over Now
b6796c81-050d-4571-a20b-457de57ac402,Soulive,Doin Something
c4b55b3c-50d1-4e5c-a9ec-0870a79cc314,Cookin On 3 Burners,Settle The Score
8addfb16-6162-467f-942b-943595b6196c,Lettuce,Speak E.Z.
e67ba61d-bdd2-411b-9171-87d769e6275d,Lefties Soul Connection,Skimming The Skum
